Date/Time,Lat,Lon
"2019-12-25 21:44:34",34.06416,-118.36222
"2019-12-25 21:44:33",34.1915,-118.5989
"2019-12-25 21:44:33",36.93828,-119.60687
"2019-12-25 21:44:32",36.16525,-115.04694
"2019-12-25 21:44:31",32.74777,-97.3075
"2019-12-25 21:43:50",34.07089,-118.34977
"2019-12-25 21:43:50",34.18889,-118.58368
"2019-12-25 21:43:50",32.76265,-97.30964
"2019-12-25 21:43:49",36.16536,-115.0483
"2019-12-25 21:43:16",36.93828,-119.60687
"2019-12-25 21:42:13",34.07042,-118.31366
"2019-12-25 21:42:12",34.17591,-118.51513
"2019-12-25 21:42:12",32.7919,-97.32843
"2019-12-25 21:42:12",36.16127,-115.05003
"2019-12-25 21:42:08",36.93119,-119.55824
"2019-12-25 21:22:36",36.19492,-115.25698
"2019-12-25 21:22:35",34.07009,-118.2411
"2019-12-25 21:22:35",36.88092,-119.3037
"2019-12-25 21:22:34",37.7217,-121.09996
"2019-12-25 21:21:28",34.07163,-118.23593
"2019-12-25 21:21:26",37.7385,-121.12544
"2019-12-25 21:21:23",36.19041,-115.24734
"2019-12-25 21:21:12",36.83981,-119.28797
"2019-12-25 21:20:35",36.18734,-115.24156
"2019-12-25 21:20:35",34.07945,-118.24144
"2019-12-25 21:20:33",37.74989,-121.14683
"2019-12-25 21:20:25",36.83487,-119.26592
"2019-12-25 21:19:28",34.07121,-118.23772
"2019-12-25 21:19:27",36.19537,-115.24504
"2019-12-25 21:19:24",37.7628,-121.17528
"2019-12-25 21:18:16",34.07154,-118.23658
"2019-12-25 21:18:16",36.19721,-115.24555
"2019-12-25 21:18:15",37.76985,-121.19159
"2019-12-25 21:17:51",36.84731,-119.2172
"2019-12-25 21:17:29",34.07349,-118.26044
"2019-12-25 21:17:29",36.19478,-115.24536
"2019-12-25 21:17:28",37.78417,-121.18887
"2019-12-25 21:17:11",36.83241,-119.2182
"2019-12-25 21:16:18",36.1953,-115.24617
"2019-12-25 21:16:18",36.80681,-119.22781
"2019-12-25 21:16:18",34.0801,-118.29912
"2019-12-25 21:16:16",37.80856,-121.20064
"2019-12-25 21:15:34",34.08417,-118.3241
"2019-12-25 21:15:34",34.08417,-118.3241
"2019-12-25 21:15:34",34.08417,-118.3241
"2019-12-25 21:15:34",34.08417,-118.3241
"2019-12-25 21:15:34",34.08417,-118.3241
"2019-12-25 21:15:33",36.19432,-115.24601
"2019-12-25 21:15:33",37.82048,-121.21473
"2019-12-25 21:15:33",36.19432,-115.24601
"2019-12-25 21:15:33",37.82048,-121.21473
"2019-12-25 21:15:33",37.82048,-121.21473
"2019-12-25 21:15:33",36.19432,-115.24601
"2019-12-25 21:15:33",36.19432,-115.24601
"2019-12-25 21:15:33",37.82048,-121.21473
"2019-12-25 21:15:33",36.19432,-115.24601
"2019-12-25 21:15:33",37.82048,-121.21473
"2019-12-25 21:15:32",36.78484,-119.23851
"2019-12-25 21:15:32",36.78484,-119.23851
"2019-12-25 21:15:32",36.78484,-119.23851
"2019-12-25 21:15:32",36.78484,-119.23851
"2019-12-25 21:15:32",36.78484,-119.23851
"2019-12-25 18:28:33",33.79022,-118.27749
"2019-12-25 18:28:33",36.21126,-115.29526
"2019-12-25 18:28:33",32.76877,-117.2267
"2019-12-25 18:28:33",32.76952,-96.83146
"2019-12-25 18:28:31",33.80982,-117.53569
"2019-12-25 18:28:31",33.5137,-111.97243
"2019-12-25 18:28:25",34.05748,-118.28783
"2019-12-25 18:27:47",33.80875,-117.5326
"2019-12-25 18:27:47",33.78948,-118.28013
"2019-12-25 18:27:47",32.77608,-96.82901
"2019-12-25 18:27:46",36.20302,-115.26764
"2019-12-25 18:27:46",32.76897,-117.25367
"2019-12-25 18:27:46",33.52027,-111.98925
"2019-12-25 18:27:46",34.05904,-118.3014
"2019-12-25 18:26:39",33.78749,-118.26962
"2019-12-25 18:26:39",36.18897,-115.23098
"2019-12-25 18:26:38",32.79776,-117.25587
"2019-12-25 18:26:38",32.77771,-96.83966
"2019-12-25 18:26:38",33.79367,-117.50896
"2019-12-25 18:26:37",33.53349,-112.01044
"2019-12-25 18:26:24",34.06711,-118.30971
"2019-12-25 18:25:44",32.79964,-117.25362
"2019-12-25 18:25:44",36.17743,-115.20384
"2019-12-25 18:25:43",33.79276,-118.27556
"2019-12-25 18:25:43",33.78955,-117.5059
"2019-12-25 18:25:43",32.77622,-96.83002
"2019-12-25 18:25:42",33.5455,-112.01763
"2019-12-25 18:25:38",34.08173,-118.29197
"2019-12-25 18:24:32",32.80369,-117.21981
"2019-12-25 18:24:32",33.54862,-112.0384
